convolution_P100_processed
Algorithm,Mean fraction of optimum,StDev fraction of optimum,Success rate,Mean function evaluations,StDev function evaluations,Settings
Genetic algorithm,0.5445552839209531,0.356258622149611,0.02,23.82,18.190253052732636,pop_size=2; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.02
Genetic algorithm,0.9455944460153907,0.038481292885802716,0.04,1440.1,6.777062153217383,pop_size=500; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.5
Genetic algorithm,0.9602004168222179,0.03441792748803875,0.06,1356.6,86.75440352288894,pop_size=500; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.02
Genetic algorithm,0.948440176812281,0.039878157375739756,0.08,1355.48,84.16874207719361,pop_size=500; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.05
Genetic algorithm,0.9594554285619934,0.03755695308142402,0.14,1390.02,127.0486794058699,pop_size=500; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.1
Genetic algorithm,0.9542028931060004,0.03905298652018697,0.02,1430.4,65.64437274793163,pop_size=500; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.2
Genetic algorithm,0.9581911952541354,0.03812006477034027,0.1,1403.68,128.77482958518672,pop_size=500; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.3
Genetic algorithm,0.9436556425860975,0.043183370787032244,0.16,1412.04,112.46350156238898,pop_size=500; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.5
Genetic algorithm,0.9536534219763988,0.03920616712153171,0.18,1327.74,165.73778281689792,pop_size=500; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.02
Genetic algorithm,0.9480652982109762,0.03860470104437457,0.18,1356.18,136.47930096478635,pop_size=500; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.05
Genetic algorithm,0.9383030372990143,0.041290268729688426,0.02,1428.6,7.722218143851188,pop_size=500; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.1
Genetic algorithm,0.9427295232112348,0.04170742886197028,0.06,1428.48,66.37501373995784,pop_size=500; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.2
Genetic algorithm,0.944952953590183,0.03985721104798575,0.14,1401.34,126.92704155360677,pop_size=500; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.3
Genetic algorithm,0.9443425153543055,0.03195149263081167,0.04,1430.6,66.69608194593424,pop_size=500; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.5
Genetic algorithm,0.9394240209414998,0.037698033537176996,0.04,1316.54,60.171933928145116,pop_size=500; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.02
Genetic algorithm,0.9422418737032989,0.03881035517514119,0.06,1317.28,58.74366314066287,pop_size=500; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.05
Genetic algorithm,0.9467549395699075,0.03836563182973927,0.08,1402.72,91.1524938926914,pop_size=500; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.1
Genetic algorithm,0.9457265688291209,0.03683660603262346,0.06,1429.98,65.99582237860645,pop_size=500; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.2
Genetic algorithm,0.9436017869509525,0.04028342498002985,0.06,1423.16,92.37641716899174,pop_size=500; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.3
Genetic algorithm,0.9437885172285952,0.040465471574491714,0.1,1404.36,128.355176867049,pop_size=500; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.5
Genetic algorithm,0.9534312243332885,0.04093288594192978,0.12,1331.42,131.40358302821525,pop_size=500; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.02
Genetic algorithm,0.9483570332833201,0.034939311872718544,0.06,1364.42,62.18474450361272,pop_size=500; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.05
Genetic algorithm,0.9438878384087201,0.037016703533416316,0.04,1417.3,66.69279249985392,pop_size=500; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.1
Genetic algorithm,0.9509798807503678,0.040217113330922316,0.14,1420.36,92.51315626240763,pop_size=500; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.2
Genetic algorithm,0.9542548070263414,0.03502995513857551,0.08,1410.38,112.09505623645077,pop_size=500; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.3
Genetic algorithm,0.9483491602499015,0.0354552910158611,0.02,1441.56,7.540800585441028,pop_size=500; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.5
Genetic algorithm,0.9459418399117162,0.039146389813703955,0.1,1372.82,107.51984914044324,pop_size=500; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.02
Genetic algorithm,0.9367806468626741,0.04002008378965309,0.08,1369.74,106.62155274710682,pop_size=500; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.05
Genetic algorithm,0.9421597082242276,0.044116845439341024,0.0,1430.74,8.46556048266825,pop_size=500; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.1
Genetic algorithm,0.9356137007976435,0.03945345964999853,0.1,1403.5,128.50764290778307,pop_size=500; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.2
Genetic algorithm,0.9355211698842296,0.038128352042054406,0.04,1439.44,6.676672762961614,pop_size=500; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.3
Genetic algorithm,0.9510177290717807,0.040775090496989,0.1,1404.34,127.75592322224182,pop_size=500; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.5
Genetic algorithm,0.9417533960394222,0.04052378456033554,0.1,1290.76,109.69988000663167,pop_size=500; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.02
Genetic algorithm,0.9336020144610543,0.04229408620771639,0.1,1291.06,114.6233245487682,pop_size=500; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.05
Genetic algorithm,0.9436446587376034,0.04226444218230551,0.12,1385.44,126.51162082623728,pop_size=500; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.1
Genetic algorithm,0.952130410391951,0.03968978031532762,0.14,1401.5,128.1467987926984,pop_size=500; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.2
Genetic algorithm,0.9452042375665984,0.04313025530003297,0.06,1413.46,113.26818635793693,pop_size=500; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.3
Genetic algorithm,0.9383079920275984,0.039661041978736856,0.06,1430.78,66.65484963295496,pop_size=500; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.5
Genetic algorithm,0.9454305048734047,0.03837959526116992,0.06,1353.6,86.99378349828761,pop_size=500; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.02
Genetic algorithm,0.9392073483372906,0.03886843167941915,0.06,1360.72,61.89887737599256,pop_size=500; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.05
Genetic algorithm,0.942618605496566,0.043264932387888165,0.12,1389.4,126.15474786215248,pop_size=500; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.1
Genetic algorithm,0.9338034182059779,0.03602561913574611,0.04,1428.88,65.77315375669652,pop_size=500; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.2
Genetic algorithm,0.9356573852029466,0.04054152412473548,0.04,1422.5,93.13590026604857,pop_size=500; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.3
Genetic algorithm,0.946211108350025,0.04169882413947929,0.08,1411.9,112.33173357224992,pop_size=500; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.5
Genetic algorithm,0.9543440943596163,0.03822202801517842,0.02,1394.76,10.867588959650544,pop_size=500; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.02
Genetic algorithm,0.9563798857351701,0.03501238248156228,0.06,1377.38,87.42597801942544,pop_size=500; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.05
Genetic algorithm,0.9435412879129715,0.03691855556475963,0.08,1409.76,91.23697782395567,pop_size=500; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.1
Genetic algorithm,0.9415886735554762,0.04141108849942786,0.12,1411.44,111.86565557828365,pop_size=500; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.2
Genetic algorithm,0.9434706344037933,0.038785537601814496,0.08,1411.2,111.72652472233536,pop_size=500; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.3
Genetic algorithm,0.9460291423906607,0.04245960702135298,0.06,1422.96,93.05297152807148,pop_size=500; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.5
Genetic algorithm,0.9543420943498298,0.037096772493060544,0.08,1304.8,81.09933440427442,pop_size=500; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.02
Genetic algorithm,0.9547519956869264,0.041934676228595875,0.06,1305.84,76.6421208858259,pop_size=500; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.05
Genetic algorithm,0.9437435926446353,0.041066694055777994,0.1,1382.94,124.59213622120485,pop_size=500; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.1
Genetic algorithm,0.9484700676857277,0.035967677640504674,0.1,1401.58,129.35366643589256,pop_size=500; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.2
Genetic algorithm,0.9449961112148464,0.03609526991864669,0.08,1421.08,92.04498456555615,pop_size=500; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.3
Genetic algorithm,0.9422969320028151,0.035457026578310354,0.02,1431.14,67.2379296504099,pop_size=500; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.5
Genetic algorithm,0.9580663358758365,0.03416691128718873,0.08,1359,61.469421633185775,pop_size=500; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.02
Genetic algorithm,0.9552777428942512,0.035674515373684025,0.12,1367.1,11.128653951647081,pop_size=500; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.05
Genetic algorithm,0.9486950152426853,0.0422551988171272,0.12,1379.24,138.0664672820852,pop_size=500; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.1
Genetic algorithm,0.9462623954446319,0.03469698016944021,0.06,1429.9,66.66892002994487,pop_size=500; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.2
Genetic algorithm,0.9465509609328848,0.0356349130571511,0.06,1422.44,93.55499528543167,pop_size=500; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.3
Genetic algorithm,0.9407962607300989,0.0403557294788724,0.04,1432.52,65.16892961952883,pop_size=500; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.5
Genetic algorithm,0.9584693030360016,0.03549623867168877,0.12,1361.64,104.03448407884292,pop_size=500; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.02
Genetic algorithm,0.9628104137277084,0.033602161973465924,0.14,1362.48,105.60037105686202,pop_size=500; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.05
Genetic algorithm,0.9521464156601648,0.03703267352222788,0.08,1392.32,124.30007142034167,pop_size=500; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.1
Genetic algorithm,0.9442506945371493,0.03556169707736876,0.06,1409.7,112.13753399559063,pop_size=500; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.2
Genetic algorithm,0.9408002276346403,0.040255446944798455,0.08,1411.5,112.32246763089688,pop_size=500; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.3
Genetic algorithm,0.9444800296768678,0.036914690646969485,0.02,1430.64,67.13761681677965,pop_size=500; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.5
Genetic algorithm,0.9493385276580212,0.03487681574001897,0.08,1297.04,79.44346211910322,pop_size=500; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.02
Genetic algorithm,0.9634323395983952,0.035528752029688485,0.18,1274.96,121.85721989614045,pop_size=500; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.05
Genetic algorithm,0.9570019357162984,0.03483420863459337,0.12,1400.52,91.59610543364956,pop_size=500; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.1
Genetic algorithm,0.9446436295641546,0.042332518683553255,0.08,1400.62,127.50764522896944,pop_size=500; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.2
Genetic algorithm,0.9493960503987969,0.036099767291170884,0.08,1413.82,111.95911972588887,pop_size=500; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.3
Genetic algorithm,0.9436409475992358,0.04121678089513212,0.08,1421.88,91.89493557140932,pop_size=500; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.5
Genetic algorithm,0.9589063984127801,0.035996288950732064,0.14,1341.8,84.44826939660535,pop_size=500; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.02
Genetic algorithm,0.9621113527064231,0.036112343175004086,0.14,1333.94,101.1871190479524,pop_size=500; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.05
